27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
28	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
28	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
29	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	63	970	967
27	79	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	77	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	76	62	970	967
27	78	62	970	967
27	77	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	61	970	967
27	62	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	73	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	76	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
27	78	62	970	967
