80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	76	80	965	965
80	70	80	965	965
80	65	80	965	965
80	59	80	965	965
80	54	81	965	965
80	49	80	965	965
80	46	80	965	965
80	42	80	965	965
80	40	80	965	965
80	36	80	975	975
80	34	80	975	975
80	31	80	975	975
80	25	80	975	975
80	20	80	975	975
80	16	80	975	975
80	13	80	975	975
80	14	80	975	975
80	15	80	975	975
80	15	80	975	975
80	19	80	975	975
80	25	80	975	975
80	19	80	975	975
80	11	16	975	975
80	7	80	975	975
80	7	80	975	975
80	14	80	975	975
80	32	80	975	975
80	59	80	965	965
80	78	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	83	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	80	80	965	965
80	5	2	975	975
80	3	3	
